authorid,0
1678203,1
1678228,3
1678235,1
1678241,1
1678244,2
1678247,2
1678270,1
1678291,1
1678305,1
1678308,1
1678311,3
1678314,1
1678326,1
1678373,2
1678380,1
1678389,1
1678393,1
1678413,4
1678418,1
1678421,1
1678435,1
1678451,2
1678470,4
1678473,2
1678478,1
1678485,2
1678486,4
1678498,1
1678537,2
1678545,1
1678551,1
1678555,1
1678564,1
1678585,1
1678587,2
1678591,1
1678601,1
1678602,6
1678615,1
1678618,3
1678622,4
1678633,10
1678641,4
1678661,1
1678662,2
1678667,1
1678670,1
1678673,2
1678684,1
1678687,1
1678689,13
1678696,4
1678698,1
1678699,1
1678713,2
1678724,1
1678733,1
1678746,1
1678747,2
1678752,2
1678776,1
1678780,1
1678783,4
1678787,2
1678791,1
1678795,2
1678829,2
1678833,1
1678835,3
1678841,1
1678848,1
1678854,5
1678872,1
1678873,3
1678876,2
1678877,2
1678884,2
1678886,1
1678887,2
1678892,1
1678896,1
1678901,3
1678903,1
1678909,2
1678914,1
1678917,1
1678926,3
1678927,3
1678934,1
1678944,1
1678948,1
1678950,1
1678956,1
1678966,2
1678970,2
1678972,5
1679011,1
1679040,2
1679043,4
1679045,1
1679054,2
1679058,1
1679073,1
1679094,1
1679110,3
1679118,3
1679133,1
1679146,2
1679160,1
1679167,1
1679170,2
1679171,2
1679173,3
1679177,9
1679182,1
1679187,8
1679197,1
1679198,1
1679209,19
1679214,1
1679215,1
1679223,11
1679226,2
1679228,2
1679232,3
1679243,1
1679251,1
1679260,1
1679279,1
1679286,2
1679293,1
1679309,1
1679310,1
1679312,1
1679327,1
1679367,1
1679368,1
1679379,1
1679380,6
1679417,3
1679427,6
1679428,1
1679449,8
1679451,1
1679452,1
1679456,1
1679460,7
1679464,1
1679472,1
1679498,1
1679502,1
1679512,1
1679516,1
1679523,5
1679526,2
1679533,1
1679542,7
1679543,1
1679556,1
1679557,1
1679565,1
1679601,1
1679615,5
1679617,3
1679622,1
1679638,1
1679646,11
1679652,2
1679664,1
1679666,1
1679681,1
1679686,4
1679703,1
1679704,15
1679707,1
1679736,1
1679737,1
1679749,8
1679753,6
1679754,1
1679784,11
1679793,1
1679795,2
1679809,1
1679817,2
1679819,1
1679825,1
1679873,2
1679875,1
1679880,1
1679886,3
1679887,1
1679888,2
1679894,1
1679895,1
1679902,3
1679913,2
1679928,1
1679929,2
1679943,1
1679944,2
1679989,1
1680006,1
1680019,1
1680022,3
1680023,5
1680025,4
1680028,4
1680049,1
1680071,1
1680075,1
1680084,2
1680099,2
1680108,1
1680111,1
1680122,5
1680125,5
1680129,3
1680131,1
1680133,5
1680136,1
1680144,1
1680160,1
1680165,8
1680169,5
1680185,25
1680188,2
1680220,1
1680223,5
1680236,4
1680243,3
1680254,2
1680268,2
1680270,2
1680288,1
1680292,5
1680306,1
1680311,1
1680313,5
1680325,2
1680326,1
1680329,3
1680346,5
1680354,1
1680363,1
1680366,3
1680369,1
1680372,2
1680380,1
1680381,1
1680406,2
1680408,1
1680416,1
1680417,3
1680445,1
1680452,1
1680479,1
1680484,1
1680494,4
1680502,1
1680504,4
1680506,1
1680510,2
1680514,4
1680525,1
1680527,1
1680540,1
1680551,2
1680552,1
1680575,2
1680577,1
1680579,4
1680583,1
1680588,1
1680593,1
1680596,7
1680607,3
1680617,7
1680620,2
1680628,1
1680638,1
1680639,1
1680642,1
1680643,1
1680661,3
1680664,1
1680665,1
1680676,6
1680680,1
1680683,3
1680709,5
1680727,6
1680740,2
1680755,1
1680758,1
1680761,2
1680763,4
1680772,1
1680777,9
1680785,7
1680804,1
1680808,1
1680811,1
1680816,2
1680828,2
1680837,1
1680847,1
1680861,1
1680874,1
1680878,1
1680898,1
1680904,1
1680923,3
1680935,2
1680936,1
1680938,1
1680940,1
1680943,1
1680944,1
1680946,1
1680978,1
1680997,1
1681001,1
1681002,1
1681003,2
1681006,3
1681026,1
1681029,1
1681053,2
1681054,8
1681055,1
1681072,2
1681081,1
1681089,3
1681095,1
1681117,1
1681119,1
1681134,1
1681157,1
1681160,1
1681161,1
1681169,1
1681192,1
1681193,2
1681201,1
1681209,4
1681226,2
1681230,1
1681231,1
1681236,73
1681248,1
1681254,1
1681266,2
1681269,1
1681278,1
1681292,1
1681323,1
1681353,1
1681367,1
1681374,4
1681396,2
1681411,1
1681419,1
1681427,1
1681433,1
1681442,5
1681457,8
1681473,1
1681475,1
1681491,2
1681493,4
1681497,1
1681498,6
1681502,6
1681512,3
1681515,2
1681521,1
1681541,1
1681543,3
1681554,11
1681558,1
1681559,7
1681589,1
1681595,1
1681597,1
1681624,1
1681633,1
1681644,1
1681657,10
1681659,6
1681662,1
1681665,1
1681669,3
1681695,1
1681705,2
1681709,1
1681715,1
1681722,3
1681734,1
1681735,1
1681740,2
1681758,1
1681768,2
1681789,1
1681799,2
1681810,1
1681817,1
1681830,1
1681831,1
1681836,2
1681852,1
1681876,2
1681881,2
1681899,1
1681906,4
1681911,4
1681916,1
1681921,7
1681946,1
1681952,1
1681959,1
1681964,1
1681967,1
1681978,2
1681979,3
1681995,3
1682001,3
1682005,1
1682026,2
1682028,6
1682036,1
1682038,1
1682041,1
1682046,2
1682050,2
1682056,2
1682058,7
1682100,1
1682101,1
1682124,2
1682133,3
1682137,1
1682138,1
1682142,1
1682174,4
1682177,1
1682184,2
1682208,3
1682209,1
1682210,2
1682236,1
1682266,2
1682273,2
1682274,1
1682291,2
1682292,2
1682298,1
1682309,2
1682312,1
1682314,1
1682323,1
1682325,2
1682333,1
1682342,1
1682349,2
1682352,1
1682356,7
1682361,3
1682362,1
1682374,2
1682380,2
1682398,3
1682406,3
1682407,2
1682415,4
1682418,22
1682433,1
1682448,1
1682463,1
1682471,1
1682479,10
1682486,1
1682503,4
1682525,1
1682528,7
1682548,3
1682549,1
1682553,2
1682559,3
1682560,1
1682569,3
1682572,2
1682580,1
1682586,1
1682587,1
1682589,3
1682598,1
1682619,1
1682620,3
1682627,1
1682639,5
1682642,1
1682653,1
1682655,1
1682663,1
1682664,6
1682684,3
1682685,1
1682694,1
1682725,2
1682727,3
1682728,1
1682745,2
1682750,3
1682756,2
1682757,1
1682762,4
1682769,1
1682773,5
1682784,1
1682786,2
1682788,1
1682792,1
1682797,1
1682816,19
1682819,1
1682823,1
1682824,4
1682836,1
1682841,2
1682848,1
1682849,1
1682850,1
1682861,1
1682869,1
1682875,1
1682876,3
1682878,5
1682892,2
1682895,1
1682912,8
1682914,1
1682943,1
1682944,4
