authorid
72696063
2141984966
144735377
51122393
1712196955
144027554
1682001
1782799
2771022
144705546
16845139
144273482
51058355
2156633
104137355
2123801303
1411291390
40580292
148263360
32021796
2048007743
1740889
49936236
2411483
2226791
2150655560
40811713
46718215
70180729
26942246
1409143099
2699289
22768683
116861998
1414453386
31459451
67243524
144687265
35072188
38573868
2131873182
2236938538
2112998224
1887656
30923810
66080324
152239160
46566603
2108163353
2057128486
1470814467
2258497337
145297508
2078236004
3461384
2059315
40976140
1603456270
41170036
34735895
3075792
31063232
1414179158
2106249318
2288718258
2288837833
2085924410
2244894595
2288838173
2288841362
2265772349
1733530
2089532463
40570845
2838522
144738147
150162422
2112250365
2122374354
145030792
9527203
2111665813
1471684263
2167489713
2153722744
50819548
104267776
145181880
89304735
2127994910
52003615
2065732640
47736704
2195886401
82189603
2195867033
78637323
2095899557
144891391
1380373394
122819194
2090906942
1699894
2119251083
2096679
46972759
1724972
1741065
119556443
2094770562
17030393
2111467388
3211430
143769677
2719487
2093537512
2085683024
34807781
3377470
2114180386
2110772685
98150462
2107974993
2110981120
2157220504
1471729326
2116264655
2152819442
1644440688
1500553894
50060524
4181870
40255648
1732313
29426990
2136289
113407411
2289971702
37878284
1730559
2073074196
9338565
2760704
145739335
2271373629
35202510
144813604
98529086
2520892
144005153
1751188
1403170641
6944738
2943362
81393233
2098677615
71451754
2108186306
145878923
35175118
3146220
70554863
2667674
143686850
40001771
10418859
3211157
3188958
2059620847
46486102
2888076
145642701
10242403
2737340
2134201143
2135895131
2219802206
2206095025
67188341
2087466153
1755401
145939524
2828754
2542622
3240120
2003429
2055941485
2146041827
2105711229
2148900179
2112389540
2117756579
1763100
2611202
2057942116
2218728892
11871265
2055442188
2074293342
2129177591
98705168
2067745407
3118954
34659260
2457106
2256867
2115795012
2075404736
2496334
153115940
34579387
66374183
69340688
144858744
7022860
49884493
1767767
46777988
69911975
32258792
144578781
2765114
34551523
1746947
2116899991
32045772
2511506
2238384370
50769898
143855009
1719822
144969384
2115016476
22134418
143759186
2654390
153349124
2308618
1981749
49977395
3039609
2765783
48438364
2750446
5898030
3451817
1769309
2183542
47701721
2391952
2107953692
2313376
69396415
2060454835
2812698
1789682566
3169349
2070623103
2116482425
2470261
3033523
2144297438
48218855
2032849
145362061
1405516427
1759803
143946641
2117188443
123176031
123557921
103122457
2007834935
2053133035
2057845128
2089454311
3317551
108067623
34797413
96404390
3257525
2790050
2108202334
2153307
2831184
38338406
3025019
1722792
88317219
2643274
26963257
144453922
2115869792
1617904554
2051628633
2076591636
145626148
115442733
8810543
153014019
2679267
2914516
3105783
2082466928
2418174
1682674
2075088489
144465267
9394002
145815791
2619211
2063051
46893223
2404405
2257168366
2257232131
2871445
2656318
2273126382
113970555
2069584026
66809199
70116628
145155223
50720984
145940366
2074699
2293378
24756037
3220993
92594872
70260190
47076484
73617402
2407502
26840784
1824722
34733940
144452974
2151965511
121484096
2111637069
144129910
1700720
2109974694
145588581
34764678
122572418
1829812
2792498
31270251
2144334501
31292171
144514378
2056944782
47739321
2068168002
2115675451
3231822
3120188
2085536236
47983955
2787522
1696183
1788987
71202161
72746768
