authorid,metric
1684032,0.1580245493074885
1684037,0.0
1684040,0.0
1684052,0.0
1684058,0.24720522991774363
1684066,0.0
1684067,0.0
1684069,0.0
1684073,0.0
1684079,0.10000549952479254
1684084,0.0
1684085,0.0
1684088,0.14198909383092517
1684095,0.0
1684099,0.08719049515343091
1684101,0.0
1684106,0.0
1684107,0.0
1684133,0.0
1684136,0.0
1684157,0.0
1684173,0.0
1684175,0.0
1684176,0.0
1684187,0.0
1684193,0.0
1684197,0.18115512242327006
1684209,0.0
1684228,0.1352093162105159
1684230,0.11541718395165229
1684235,0.0
1684236,0.0
1684241,0.0
1684244,0.10348816311597356
1684248,0.0951009215936911
1684249,0.14317731905657138
1684254,0.0
1684261,0.0
1684262,0.0
1684264,0.0
1684267,0.1437910853443351
1684272,0.10867296562690743
1684276,0.10436658848928357
1684284,0.0
1684289,0.14390935326109267
1684290,0.0
1684299,0.0
1684306,0.0
1684311,0.17960549076109367
1684315,0.12108986725339932
1684324,0.17474108189511128
1684325,0.0
1684327,0.1402624373080581
1684333,0.1387042997589814
1684335,0.13909695188521395
1684336,0.14776527018055458
1684347,0.13506517083426417
1684350,0.13169074589343702
1684353,0.0
1684366,0.0
1684368,0.11839839208716174
1684379,0.10289672381329851
1684386,0.0
1684387,0.1202507196952613
1684400,0.0
1684407,0.0
1684412,0.0
1684443,0.15052550090661754
1684444,0.0
1684445,0.16957428934331054
1684454,0.11943602428569855
1684455,0.1759972249567685
1684457,0.19968067956181157
1684461,0.0
1684477,0.0
1684479,0.08873567354471956
1684481,0.11441381673760243
1684486,0.0
1684495,0.12684480118862643
1684497,0.0
1684507,0.0
1684509,0.0
1684515,0.11127148038467638
1684529,0.1529783682340247
1684534,0.0
1684546,0.16023417445371851
1684548,0.0
1684557,0.0
1684566,0.0
1684570,0.11961239376237953
1684592,0.0
1684597,0.0
1684616,0.0
1684626,0.0
1684631,0.0
1684636,0.0
1684641,0.0
1684644,0.1441053019470907
1684646,0.0
1684659,0.05705590621556718
1684660,0.0
1684669,0.0
1684675,0.0
1684679,0.17653990174321788
1684686,0.0
1684687,0.0
1684691,0.10220446016040441
1684700,0.0
1684705,0.0
1684717,0.0
1684718,0.0
1684726,0.0
1684735,0.07702489116782685
1684745,0.11988323609862353
1684747,0.1347143011524184
1684748,0.131479799963247
1684751,0.1374596952299412
1684752,0.0
1684753,0.2120991034172096
1684757,0.0
1684768,0.0
1684771,0.13298667132399808
1684781,0.0
1684784,0.0
1684793,0.0
1684795,0.0
1684799,0.09865477931679019
1684805,0.1307378122336932
1684808,0.0
1684811,0.0
1684812,0.0
1684815,0.15988989331036177
1684827,0.0
1684835,0.0
1684837,0.18308827306772774
1684840,0.0
1684841,0.0
1684848,0.0
1684856,0.0
1684863,0.0
1684865,0.12545012774799558
1684869,0.12722711675769133
1684872,0.14883920434070613
1684876,0.0
1684887,0.0
1684896,0.0
1684908,0.0
1684909,0.0
1684931,0.0
1684932,0.11705608599626074
1684934,0.0
1684936,0.0
1684939,0.0
1684942,0.15344750915903063
1684961,0.0
1684975,0.0
1684980,0.0
1684989,0.0
1684996,0.0
1685003,0.0
1685004,0.0
1685006,0.0
1685008,0.1129953615198811
1685010,0.1093268066599431
1685020,0.0
1685023,0.1180024084657274
1685027,0.0
1685030,0.0
1685033,0.18749188269192987
1685044,0.12604800253530457
1685045,0.0
1685047,0.0
1685054,0.0
1685058,0.18345876602531644
1685063,0.0
1685071,0.0980257995537949
1685074,0.0
1685079,0.0
1685083,0.14347835500742026
1685087,0.12165264163733872
1685088,0.1484393312483894
1685091,0.103112707142901
1685097,0.13237132097122886
1685100,0.15064829980325345
1685102,0.0
1685104,0.0
1685108,0.0
1685111,0.135108805516446
1685123,0.19439309557379025
1685125,0.13818801159177524
1685135,0.0
1685137,0.0
1685140,0.0
1685144,0.0
1685147,0.17630661987184315
1685151,0.1277982057670909
1685160,0.0
1685162,0.12869317520551948
1685167,0.0
1685171,0.0
1685173,0.0
1685178,0.11714038581022801
1685187,0.18809212959465094
1685188,0.0
1685223,0.0
1685226,0.0
1685229,0.0
1685243,0.10560334728889609
1685244,0.13325938417988586
1685245,0.11174881786158875
1685246,0.0
1685248,0.0
1685259,0.1889104847289208
1685271,0.0
1685279,0.0767020513394363
1685288,0.0
1685292,0.14780099548538939
1685296,0.1429653790471714
1685300,0.0
1685310,0.0
1685326,0.0
1685328,0.0
1685329,0.0
1685335,0.13063794447884042
1685341,0.0
1685349,0.11374834417975965
1685359,0.20084691150492776
1685367,0.0
1685376,0.0
1685393,0.0
1685396,0.12875153123579
1685407,0.0
1685408,0.10853844849590588
1685410,0.0
1685418,0.10924460887113037
1685421,0.0
1685424,0.0
1685428,0.0
1685436,0.0
1685444,0.0
1685445,0.0
1685452,0.0
1685457,0.12271078828816118
1685461,0.0
1685466,0.12247168689993682
1685468,0.14997603588198835
1685477,0.12626700059773563
1685490,0.0
1685495,0.0
1685497,0.0
1685498,0.10341550695899082
1685517,0.11677925165521395
1685532,0.13907546969660856
1685537,0.0
1685538,0.0
1685544,0.0
1685545,0.132939948562376
1685546,0.09679900626290328
