corpusid,metric
246892077,0.0
13874456,0.14209409453513766
7211235,0.0266531521270235
18377286,0.0
54450229,0.0
49419648,0.0
17304150,0.24511245598363607
13918987,0.011072156202105388
261945,0.34461385023945296
14143534,0.06896799426624345
3527394,0.28176173991160564
125082099,0.2388903734792454
3360386,0.2921943444149295
61013142,0.0
39193565,0.0
22024063,0.0
11717388,0.0
234328178,0.0
16196781,0.0
14666560,0.0
16314607,0.3382461931739257
128362673,0.022077275757145742
227232322,0.0
59556567,0.3926897106759144
60624499,0.0
203655500,0.0
78088907,0.0
39245343,0.0
61890602,0.2479311380987026
38223693,0.0
14212771,0.34934058842565374
53208132,0.0
86727995,0.0
1861611,0.0
1577578,0.3313340051756584
20250014,0.0
60569318,0.33788798374060985
220126483,0.25535956389688713
52274556,0.18269505671293404
34563682,0.18753614242667135
250289149,0.024265858909275313
7543414,0.0
18360914,0.0
16259679,0.2097692323989259
207872603,0.1054085194778001
254854404,0.052587738812603924
61696849,0.0
8167102,0.0
220381803,0.017207173460377423
219719577,0.15076916772388854
1765037,0.3610525490413841
11551991,0.0
13006318,0.0
13725675,0.0
2878414,0.1634539184364185
8232090,0.0
12180868,0.18355766267883156
21254878,0.0
6785248,0.40217503800211035
70349939,0.0
31256402,0.0
35825081,0.16015425595488747
27560619,0.3177040781431422
25412096,0.0
762120,0.0
24914380,0.20017178059592897
53283222,0.2982084438136684
60296137,0.0
1684647,0.12768899603516007
10065670,0.0
34220520,0.11946507212975921
15299126,0.2638933564383144
44022012,0.012383008829496556
14950078,0.22081172484022926
210118141,0.0
223697610,0.0
51605929,0.0
63450983,0.0
14439905,0.19206055985206866
19018400,0.07382605795701791
211690961,0.06614473225771045
15719257,0.0
124412701,0.0
41396492,0.2632424437756574
26194929,0.0
213299187,0.2394167630342724
2949571,0.0
64119345,0.0
14794217,0.0
4304278,0.0
16978658,0.0
14874065,0.0
44067,0.4133861400521643
7575137,0.0
14347100,0.2178809523498152
14189572,0.38785641453685227
86828276,0.304129359175232
63981035,0.0
6823143,0.20513980092841852
15391830,0.2649613738508648
225570463,0.0
262048299,0.0
5634756,0.2623191587677493
9618788,0.0
41575427,0.0
13161259,0.42042909813679913
14863701,0.0
19005050,0.27934135485681927
1511652,0.0
17428169,0.0
9097108,0.16160387572372728
18545339,0.0
125893264,0.0
543105,0.0
4400132,0.0
6406272,0.0
3267965,0.0
27801312,0.0
42239,0.0
249417864,0.0
219453744,0.0
8810931,0.09183038098407331
57755916,0.17721851142078499
120310286,0.0
3515586,0.0
2117905,0.01928306597290813
7245084,0.2847191020411822
13688706,0.0
17796989,0.0
240070408,0.03499990466578662
202728507,0.0
9716300,0.1412985052943524
218604750,0.0
45642186,0.09510302498722542
212682445,0.0
221090701,0.1834770014013678
26716728,0.0
34979597,0.0
42447778,0.0
7292125,0.3675936386654451
253120334,0.0
19242292,0.0
16487135,0.0
17232817,0.19134321812606342
263873712,0.0
209405420,0.18616976978530708
6109779,0.0
41410539,0.0
15198235,0.0
1989274,0.2229313125194013
18485323,0.34044440872527193
7732573,0.19713741429133078
62744973,0.0
18012369,0.13163493071510057
4662824,0.3328701617348683
12198711,0.28465302780766044
28674294,0.0
209898569,0.12471707977367025
9557042,0.0
221535031,0.03280224666594023
220546057,0.04453567252878793
63433920,0.0
39029460,0.13699618837712912
137112638,0.0
60105960,0.0
8741754,0.0
17836188,0.0
92192,0.0828981516914633
58727128,0.0
44493796,0.0
219889190,0.0
265038647,0.0
21837801,0.0
10949519,0.27370047646997087
4787206,0.11789556829708986
18641294,0.15736518874722064
7382962,0.17913387981570011
154652181,0.07091377360217299
2227746,0.24021447573194687
123289094,0.0
15249331,0.26321053884005696
199541700,0.0
30557118,0.0
38920033,0.0
7147941,0.21350106983684342
202540253,0.06774051106360032
32310058,0.0
234261076,0.0
14565901,0.0
575078,0.40165347371386
19836210,0.17653719448651423
49407864,0.134199323233744
14235291,0.0
54443962,0.10677703963160812
7312043,0.0
64277546,0.0
53767052,0.0
15740238,0.0
62190647,0.18586370160709256
6735947,0.0
1173313,0.25763332207333467
263887503,0.2997340896217818
45119440,0.0
240070920,0.054343950910529515
15426667,0.0
121100839,0.08223607711806576
251855434,0.0
10410246,0.0
61121524,0.17955689618526327
57753692,0.0
9170662,0.0
22849081,0.0
17597901,0.0
8806501,0.06191540673530965
206448427,0.1340166378595996
1328787,0.33940152251659145
52001512,0.0
16263630,0.2848405692013486
236034464,0.0
14935004,0.25077984541220905
60647582,0.0
209054824,0.3011454026103029
3056691,0.3026742286236862
11518002,0.0
252789766,0.06596969355655963
216021570,0.0
61010376,0.17676813190198393
58258235,0.0
60645876,0.2607220142344638
10637047,0.26908220964748997
35269290,0.20226107482566164
209086508,0.0
3758104,0.0
2662894,0.104275047235387
43051777,0.0
29351320,0.02135763023944892
40967986,0.3129892215228085
3525658,0.0
59898428,0.32234923422227024
190609,0.29918643639456016
16789657,0.06658083239918706
13425246,0.0
12561523,0.3380531459471184
2558820,0.23650549592915368
240011163,0.0
29704164,0.0
18780634,0.0
63449908,0.0
14792663,0.2052133873831552
8693793,0.0
18529363,0.0
10569278,0.14432086332675859
10243286,0.0
12969581,0.0
8985927,0.0
18293133,0.0
53547983,0.08222225106651704
1068331,0.0
62150543,0.35081280783169366
20684713,0.01985173195999118
55256764,0.0
1294551,0.0
2366258,0.0
252668629,0.0
30820974,0.0
15101619,0.10623820348960357
27483162,0.3290308968284529
1862153,0.24662285516974686
37872704,0.24812431125484002
1704455,0.06352957333731873
267069469,0.0
63109101,0.0
57983083,0.09047557866507244
17714432,0.19247268409651558
57032355,0.0
17704973,0.41126878444275783
12300680,0.0
23264737,0.17593509903693083
16783652,0.0
255478446,0.0
14728946,0.22663455722171325
2886661,0.0
213471932,0.3512907705263261
18943173,0.15578668983907618
8731128,0.05186036527225926
10051507,0.21520205005541165
236906285,0.0
39121199,0.0
14291535,0.2134469730713188
8940074,0.365364790855321
9945432,0.19569842086985023
36445610,0.30190348309060777
18642848,0.0
231644961,0.0
7823145,0.0
9095274,0.10641872106770582
6777263,0.30658087878777207
10594689,0.0
189925121,0.0
7157397,0.3205003489472433
252167102,0.23386358469749036
14702472,0.04154034182958816
11562167,0.20790302748989573
888872,0.0
321413,0.2042131506141632
11108905,0.0
6705266,0.2702434657024157
9971385,0.0
19805392,0.0
18462633,0.27960388030261935
248196426,0.0
254246820,0.10165007596947362
16722403,0.1456224431810002
16448716,0.04971377432863511
12927628,0.0
5147946,0.22545644779302973
216107274,0.0
216275887,0.12046093223732372
1910236,0.10028684890505088
174797737,0.1953100178459011
9406198,0.08803399299520992
229344942,0.0
6329089,0.22695926895814583
10186485,0.16872837695560017
6716321,0.0
3008420,0.0
6772139,0.0
5636965,0.0
5746958,0.0
59650036,0.0
38370664,0.28976640815813226
14391408,0.0
10905851,0.32314508031586253
16752846,0.0
186950675,0.0
27952448,0.0
788981,0.0
7577894,0.0
202577368,0.045697565564813775
16341757,0.040451194383198275
3231556,0.0
17719672,0.30067579979076386
6025498,0.0
62130485,0.15126988467874186
3759941,0.0
14841431,0.1897777937478264
254591316,0.0
2708149,0.0
